證券代號,證券名稱,產業內容
7765,中華資安,"應用/系統軟體設計開發, 系統整合服務, 資料處理服務, 通路經銷, 資訊系統建置服務, 資料分析處理服務, 營運管理軟體, 資安防護軟體, 系統整合, 顧問諮詢, 設備安裝服務, 安全營運與事件回應, 資安治理, 資料安全, 網頁內容安全, 雲端安全, 網路基礎設施, 網路安全防護, 物聯網安全, 端點安全防護, 身分認證與訪問管理, 行動安全, 資安防護能力分析與鑑識服務, 資安營運管理服務, 資安顧問服務, 儲存, 網路, SaaS"
4441,振大環球,成衣及其它家居紡織類品
7610,聯友金屬-創,其他
7780,大研生醫,保健食品代理銷售及通路
7799,禾榮科,其他
7750,新代,電控元件
4585,達明,"應用/系統軟體設計開發, 系統整合服務, 其他電子產品及電子服務產業, 系統整合, 智慧設備, 機器學習, 電腦視覺"
6971,惠民實業,環保潔能服務產業
6794,向榮生技,"幹細胞收集儲存, 幹細胞開發, 臨床實驗、移植技術、疾病治療"
7738,東聯互動,支付
7788,松川精密,"電控元件, 其他, 大功率鋰電池芯/模組、電池管理系統、動力馬達等零組件"
7757,金色三麥,餐飲連鎖
8422,可寧衛*,環保潔能服務產業
7791,皇家可口,加工食品
7730,暉盛-創,生產製程及檢測設備
7786,東方風能,"風場規劃, 風場營造, 風機維護"
7711,永擎,伺服器
3158,嘉實,"應用/系統軟體設計開發, 系統整合服務, 理財投資"
6474,華豫寧,IC通路
6614,資拓宏宇,"應用/系統軟體設計開發, 系統整合服務, 資料處理服務, 通路經銷, 資料分析處理服務, 交易撮(媒)合, 資訊聚合, 自有產品(服務)銷售, 數位銀行, 監理法遵, 數據分析, 系統整合, 顧問諮詢, 領域解決方案, 機器學習, 電腦視覺, 自然語言處理, 雲端平台, 電腦設備, 設備管理軟體, 營運管理軟體, 虛擬化軟體, 雲端作業系統, 資安防護軟體, 設備安裝服務, 雲端安全, 網路基礎設施, 網路安全防護, 身分認證與訪問管理, 資安防護能力分析與鑑識服務, 資安顧問服務, 資料庫, 分析工具, 應用軟體, 儲存處理, 伺服器, 儲存, 網路, IaaS, SaaS, 工作流程引導, 顧問, 能源管理服務, 醫療器材代理"
6831,邁科,散熱片、風扇馬達、散熱模組
7716,昱臺國際,海陸空貨運承攬
7782,光速火箭,"資訊系統建置服務, 行銷廣告服務, 自有產品(服務)銷售, 一般零售, 零售通路"
7744,崴寶,"機殼, 塑膠/金屬機殼, 五金元件及零配件, 其他, 電子零組件、塑膠零件、五金零件, 大功率鋰電池芯/模組、電池管理系統、動力馬達等零組件, 塑化材料, 金屬零件"
7769,鴻勁,生產製程及檢測設備
6730,常廣,醫療耗材
7767,仁大資訊,"筆記型電腦, 桌上型電腦, 伺服器, 其他電腦及週邊設備, 系統整合服務, 通路經銷"
7770,君曜,消費性IC
6910,德鴻,"應用/系統軟體設計開發, 系統整合服務, 資料處理服務, 通路經銷, 資訊系統建置服務, 保險, 數位銀行, 監理法遵, 數據分析, 系統整合, 顧問諮詢, 領域解決方案, 機器學習, 自然語言處理, 運算設備, 雲端平台, 資料處理, 營運管理軟體, 虛擬化軟體, 設備安裝服務, 分析工具, 應用軟體, PaaS, SaaS"
6884,海柏特,"筆記型電腦, 桌上型電腦, 工業電腦, 精簡型電腦, 印表機、傳真機、掃瞄器、多功能事務機、投影機, 無線通訊設備(如行動電話、衛星定位系統、衛星通訊設備、微波通訊設備、數位機上盒), 其他電子產品及電子服務產業"
6272,驊陞,連接器設計、組裝及製造
7777,能率亞洲,其他
7805,威聯通,"電腦設備, 伺服器, 儲存, 網路"
8102,傑霖科技,消費性IC
6620,漢達,中、西藥製劑
7810,捷創科技,"生產製程及檢測設備, IC封裝測試"
6725,矽科宏晟,"生產製程及檢測設備, 其他"
